seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	symbol	entrezid
15	60822271	60831793	9523	+	ENSMUSG00000097493	9930014A18Rik	processed_transcript	chromosome	9930014A18Rik	NA
15	60917589	60921270	3682	-	ENSMUSG00000022347	A1bg	protein_coding	chromosome	A1bg	117586
15	61357871	61358004	134	-	ENSMUSG00000065812	Gm24696	snoRNA	chromosome	Gm24696	NA
15	61979241	61983302	4062	-	ENSMUSG00000103610	RP23-98D8.2	TEC	chromosome	RP23-98D8.2	NA
15	61985341	61990374	5034	+	ENSMUSG00000022346	Myc	protein_coding	chromosome	Myc	17869
15	62037986	62378096	340111	+	ENSMUSG00000097039	Pvt1	lincRNA	chromosome	Pvt1	NA
15	62038029	62038201	173	+	ENSMUSG00000098998	Gm27913	misc_RNA	chromosome	Gm27913	NA
15	62080245	62080443	199	+	ENSMUSG00000098308	Gm27782	misc_RNA	chromosome	Gm27782	NA
15	62107187	62107272	86	+	ENSMUSG00000099295	Gm27718	misc_RNA	chromosome	Gm27718	NA
15	62175422	62175548	127	+	ENSMUSG00000098595	Gm27957	misc_RNA	chromosome	Gm27957	NA
15	62218221	62219332	1112	-	ENSMUSG00000101167	H2afy3	processed_pseudogene	chromosome	H2afy3	NA
15	62652935	62653004	70	-	ENSMUSG00000093058	Gm24810	miRNA	chromosome	Gm24810	NA
15	62793201	62793334	134	+	ENSMUSG00000088897	Gm22521	snoRNA	chromosome	Gm22521	NA
15	63481214	63481276	63	-	ENSMUSG00000095939	Gm25702	snRNA	chromosome	Gm25702	NA
15	63505715	63517474	11760	+	ENSMUSG00000103836	RP24-559L16.1	TEC	chromosome	RP24-559L16.1	NA
15	63631697	63632338	642	+	ENSMUSG00000095812	Gm5473	processed_pseudogene	chromosome	Gm5473	NA
15	63775968	63808759	32792	-	ENSMUSG00000079025	Gsdmc	protein_coding	chromosome	Gsdmc	83492
15	63817188	63821393	4206	+	ENSMUSG00000099435	1700065I16Rik	transcribed_unprocessed_pseudogene	chromosome	1700065I16Rik	NA
15	63824346	63845177	20832	-	ENSMUSG00000056293	Gsdmc2	protein_coding	chromosome	Gsdmc2	NA
15	63847309	63855155	7847	+	ENSMUSG00000062543	Gsdmcl1	transcribed_unprocessed_pseudogene	chromosome	Gsdmcl1	NA
15	63857724	63878558	20835	-	ENSMUSG00000055827	Gsdmc3	protein_coding	chromosome	Gsdmc3	NA
15	63880707	63890512	9806	+	ENSMUSG00000093867	Gsdmcl2	transcribed_unprocessed_pseudogene	chromosome	Gsdmcl2	NA
15	63891264	63912297	21034	-	ENSMUSG00000055748	Gsdmc4	protein_coding	chromosome	Gsdmc4	74548
15	63914448	63925666	11219	+	ENSMUSG00000100127	Gsdmcl-ps	unitary_pseudogene	chromosome	Gsdmcl-ps	NA
15	63929097	64060448	131352	-	ENSMUSG00000022378	Fam49b	protein_coding	chromosome	Fam49b	NA
15	64025948	64026052	105	+	ENSMUSG00000065936	Gm25628	snRNA	chromosome	Gm25628	NA
15	64086857	64382919	296063	-	ENSMUSG00000022377	Asap1	protein_coding	chromosome	Asap1	13196
15	64098317	64100886	2570	+	ENSMUSG00000093695	Gm20717	processed_transcript	chromosome	Gm20717	NA
15	64699042	64922296	223255	-	ENSMUSG00000022376	Adcy8	protein_coding	chromosome	Adcy8	11514
15	64817694	64937996	120303	+	ENSMUSG00000094296	Gm21798	protein_coding	chromosome	Gm21798	NA
15	64979544	65014904	35361	-	ENSMUSG00000079024	Gm21961	protein_coding	chromosome	Gm21961	NA
15	65015156	65015467	312	+	ENSMUSG00000072541	Gm5046	processed_pseudogene	chromosome	Gm5046	NA
15	65694549	65694737	189	+	ENSMUSG00000077783	Gm23907	snRNA	chromosome	Gm23907	NA
15	65787034	65873816	86783	+	ENSMUSG00000015002	Efr3a	protein_coding	chromosome	Efr3a	76740
15	65857869	65858356	488	+	ENSMUSG00000092495	Gm20405	processed_transcript	chromosome	Gm20405	NA
15	65876053	65912397	36345	-	ENSMUSG00000015001	Oc90	protein_coding	chromosome	Oc90	18256
15	65922443	65976804	54362	-	ENSMUSG00000072511	Hhla1	protein_coding	chromosome	Hhla1	654498
15	65928454	65928933	480	-	ENSMUSG00000092454	Gm2991	processed_pseudogene	chromosome	Gm2991	NA
15	65986387	66286224	299838	-	ENSMUSG00000056258	Kcnq3	protein_coding	chromosome	Kcnq3	110862
15	66074552	66091807	17256	+	ENSMUSG00000099013	Gm27153	antisense	chromosome	Gm27153	NA
15	66286917	66290243	3327	+	ENSMUSG00000099054	Gm27242	antisense	chromosome	Gm27242	NA
15	66379858	66500910	121053	-	ENSMUSG00000022375	Lrrc6	protein_coding	chromosome	Lrrc6	54562
15	66526212	66561046	34835	-	ENSMUSG00000036944	Tmem71	protein_coding	chromosome	Tmem71	213068
15	66577572	66645255	67684	+	ENSMUSG00000072501	Phf20l1	protein_coding	chromosome	Phf20l1	239510
15	66670753	66850721	179969	+	ENSMUSG00000053469	Tg	protein_coding	chromosome	Tg	21819
15	66739059	66744327	5269	-	ENSMUSG00000090464	Gm17140	antisense	chromosome	Gm17140	NA
15	66780819	66831829	51011	-	ENSMUSG00000022372	Sla	protein_coding	chromosome	Sla	NA
15	66891320	66923201	31882	+	ENSMUSG00000005124	Wisp1	protein_coding	chromosome	Wisp1	22402
15	66929321	66969640	40320	-	ENSMUSG00000005125	Ndrg1	protein_coding	chromosome	Ndrg1	17988
15	66929607	66931107	1501	+	ENSMUSG00000091479	Gm17035	antisense	chromosome	Gm17035	NA
15	66969323	67013039	43717	+	ENSMUSG00000091412	Gm2895	processed_transcript	chromosome	Gm2895	NA
15	67102875	67113992	11118	-	ENSMUSG00000013846	St3gal1	protein_coding	chromosome	St3gal1	20442
15	67226769	67377094	150326	+	ENSMUSG00000102069	1700012I11Rik	lincRNA	chromosome	1700012I11Rik	NA
15	68083766	68258856	175091	-	ENSMUSG00000022335	Zfat	protein_coding	chromosome	Zfat	380993
15	68309819	68310301	483	+	ENSMUSG00000068397	Gm10240	processed_pseudogene	chromosome	Gm10240	NA
15	68321381	68326333	4953	-	ENSMUSG00000104324	RP23-61D6.3	TEC	chromosome	RP23-61D6.3	NA
15	68334715	68337430	2716	-	ENSMUSG00000096967	Gm26621	processed_transcript	chromosome	Gm26621	NA
15	68337415	68337510	96	-	ENSMUSG00000065476	Mir30b	miRNA	chromosome	Mir30b	NA
15	68338295	68341216	2922	-	ENSMUSG00000104116	RP23-61D6.5	TEC	chromosome	RP23-61D6.5	NA
15	68340983	68363176	22194	-	ENSMUSG00000093387	Gm20732	lincRNA	chromosome	Gm20732	NA
15	68341208	68341289	82	-	ENSMUSG00000065437	Mir30d	miRNA	chromosome	Mir30d	NA
15	68671416	68671522	107	+	ENSMUSG00000096689	Gm25987	snRNA	chromosome	Gm25987	NA
15	68698201	68698288	88	-	ENSMUSG00000080426	Gm24834	miRNA	chromosome	Gm24834	NA
15	68876790	68877062	273	+	ENSMUSG00000069996	Gm7125	processed_pseudogene	chromosome	Gm7125	NA
15	68928420	69093512	165093	+	ENSMUSG00000022332	Khdrbs3	protein_coding	chromosome	Khdrbs3	13992
15	69451015	69451146	132	-	ENSMUSG00000077502	Gm24232	snoRNA	chromosome	Gm24232	NA
15	69685578	69685706	129	-	ENSMUSG00000080689	Gm23987	snoRNA	chromosome	Gm23987	NA
15	71445678	71727838	282161	-	ENSMUSG00000036800	Fam135b	protein_coding	chromosome	Fam135b	70363
15	71794188	71794365	178	+	ENSMUSG00000088895	Gm22519	snoRNA	chromosome	Gm22519	NA
15	71795795	72034227	238433	-	ENSMUSG00000079022	Col22a1	protein_coding	chromosome	Col22a1	69700
15	71810108	71813780	3673	+	ENSMUSG00000090237	Gm16308	antisense	chromosome	Gm16308	NA
15	72255350	72255456	107	-	ENSMUSG00000095129	Gm23217	snRNA	chromosome	Gm23217	NA
15	72490958	72491019	62	-	ENSMUSG00000095149	Gm24390	snRNA	chromosome	Gm24390	NA
15	72512119	72546279	34161	-	ENSMUSG00000036760	Kcnk9	protein_coding	chromosome	Kcnk9	223604
15	72589621	73061204	471584	-	ENSMUSG00000047921	Trappc9	protein_coding	chromosome	Trappc9	76510
15	72721321	72721387	67	-	ENSMUSG00000088364	Gm28020	snRNA	chromosome	Gm28020	NA
15	72913357	72913560	204	+	ENSMUSG00000096173	Gm3150	processed_pseudogene	chromosome	Gm3150	NA
15	73090392	73097554	7163	+	ENSMUSG00000068391	Chrac1	protein_coding	chromosome	Chrac1	93696
15	73095844	73184840	88997	-	ENSMUSG00000036698	Ago2	protein_coding	chromosome	Ago2	239528
15	73205105	73423191	218087	-	ENSMUSG00000022607	Ptk2	protein_coding	chromosome	Ptk2	14083
15	73254815	73254882	68	-	ENSMUSG00000065612	Mir151	miRNA	chromosome	Mir151	NA
15	73349799	73349921	123	+	ENSMUSG00000088005	Gm24787	snoRNA	chromosome	Gm24787	NA
15	73512560	73572242	59683	+	ENSMUSG00000036661	Dennd3	protein_coding	chromosome	Dennd3	105841
15	73577424	73645762	68339	-	ENSMUSG00000079020	Slc45a4	protein_coding	chromosome	Slc45a4	106068
15	73645852	73652347	6496	+	ENSMUSG00000099958	1700010B13Rik	processed_transcript	chromosome	1700010B13Rik	NA
15	73694604	73707505	12902	-	ENSMUSG00000045281	Gpr20	protein_coding	chromosome	Gpr20	239530
15	73723145	73758766	35622	+	ENSMUSG00000059895	Ptp4a3	protein_coding	chromosome	Ptp4a3	19245
15	73729164	73729290	127	+	ENSMUSG00000084493	Gm22106	snRNA	chromosome	Gm22106	NA
15	73761410	73839699	78290	-	ENSMUSG00000072487	Mroh5	protein_coding	chromosome	Mroh5	268816
15	73809507	73809896	390	-	ENSMUSG00000083380	Gm3244	processed_pseudogene	chromosome	Gm3244	NA
15	73834561	73839908	5348	+	ENSMUSG00000086361	Gm6569	protein_coding	chromosome	Gm6569	102634429
15	74080234	74081511	1278	-	ENSMUSG00000075609	Gm7935	processed_pseudogene	chromosome	Gm7935	NA
15	74093686	74094333	648	-	ENSMUSG00000082585	Gm15387	processed_pseudogene	chromosome	Gm15387	NA
15	74516195	74589465	73271	+	ENSMUSG00000034730	Bai1	protein_coding	chromosome	Bai1	NA
15	74563821	74563915	95	+	ENSMUSG00000093340	Gm26117	miRNA	chromosome	Gm26117	NA
15	74606029	74636353	30325	-	ENSMUSG00000022603	Mroh4	protein_coding	chromosome	Mroh4	69439
15	74669083	74672570	3488	-	ENSMUSG00000022602	Arc	protein_coding	chromosome	Arc	NA
15	74702301	74709535	7235	-	ENSMUSG00000046380	Jrk	protein_coding	chromosome	Jrk	16469
15	74709161	74710374	1214	+	ENSMUSG00000044276	4933427E11Rik	antisense	chromosome	4933427E11Rik	NA
15	74714839	74717069	2231	+	ENSMUSG00000022598	Psca	protein_coding	chromosome	Psca	72373
15	74718792	74718935	144	+	ENSMUSG00000101983	Gm28976	processed_pseudogene	chromosome	Gm28976	NA
15	74721204	74724639	3436	+	ENSMUSG00000056665	Them6	protein_coding	chromosome	Them6	223626
15	74724318	74728034	3717	-	ENSMUSG00000022596	Slurp1	protein_coding	chromosome	Slurp1	57277
15	74732247	74734329	2083	-	ENSMUSG00000022595	Lypd2	protein_coding	chromosome	Lypd2	68311
15	74742764	74746693	3930	-	ENSMUSG00000075605	2300005B03Rik	protein_coding	chromosome	2300005B03Rik	69462
15	74747852	74753046	5195	-	ENSMUSG00000022594	Lynx1	protein_coding	chromosome	Lynx1	23936
15	74762056	74763620	1565	-	ENSMUSG00000034634	Ly6d	protein_coding	chromosome	Ly6d	17068
15	74770908	74778859	7952	-	ENSMUSG00000101026	D730001G18Rik	protein_coding	chromosome	D730001G18Rik	NA
15	74784065	74800640	16576	+	ENSMUSG00000091709	Gm17189	antisense	chromosome	Gm17189	NA
15	74796874	74799986	3113	-	ENSMUSG00000044678	Ly6k	protein_coding	chromosome	Ly6k	76486
15	74813452	74818815	5364	-	ENSMUSG00000068349	Gml	protein_coding	chromosome	Gml	625599
15	74819071	74834871	15801	+	ENSMUSG00000068600	Hemt1	protein_coding	chromosome	Hemt1	15202
15	74834125	74841643	7519	-	ENSMUSG00000075604	Cyp11b1	protein_coding	chromosome	Cyp11b1	110115
15	74851010	74856318	5309	-	ENSMUSG00000022589	Cyp11b2	protein_coding	chromosome	Cyp11b2	13072
15	74876987	74897021	20035	-	ENSMUSG00000063522	2010109I03Rik	protein_coding	chromosome	2010109I03Rik	67038
15	74924447	74925299	853	+	ENSMUSG00000100880	Gm6610	unprocessed_pseudogene	chromosome	Gm6610	NA
15	74946367	74946499	133	-	ENSMUSG00000099540	Gm28067	processed_pseudogene	chromosome	Gm28067	NA
15	74953330	74953480	151	-	ENSMUSG00000099600	Gm29126	unprocessed_pseudogene	chromosome	Gm29126	NA
15	74955051	74959905	4855	+	ENSMUSG00000022587	Ly6e	protein_coding	chromosome	Ly6e	NA
15	74979534	74983430	3897	-	ENSMUSG00000022586	Ly6i	protein_coding	chromosome	Ly6i	57248
15	74986591	74988460	1870	-	ENSMUSG00000101132	Gm8000	unprocessed_pseudogene	chromosome	Gm8000	NA
15	74988750	74989330	581	+	ENSMUSG00000103457	RP23-458B6.17	TEC	chromosome	RP23-458B6.17	NA
15	74994877	74998031	3155	-	ENSMUSG00000075602	Ly6a	protein_coding	chromosome	Ly6a	110454
15	75007303	75024410	17108	+	ENSMUSG00000100287	Gm28068	lincRNA	chromosome	Gm28068	NA
15	75025294	75025507	214	+	ENSMUSG00000101082	Gm28069	unprocessed_pseudogene	chromosome	Gm28069	NA
15	75044018	75048830	4813	-	ENSMUSG00000079018	Ly6c1	protein_coding	chromosome	Ly6c1	17067
15	75071112	75074638	3527	+	ENSMUSG00000099775	Gm5960	unprocessed_pseudogene	chromosome	Gm5960	NA
15	75076210	75079094	2885	-	ENSMUSG00000099452	Gm28502	lincRNA	chromosome	Gm28502	NA
15	75108158	75111970	3813	-	ENSMUSG00000022584	Ly6c2	protein_coding	chromosome	Ly6c2	100041546
15	75131377	75135128	3752	-	ENSMUSG00000102051	I830127L07Rik	transcribed_unprocessed_pseudogene	chromosome	I830127L07Rik	NA
15	75155240	75159126	3887	+	ENSMUSG00000022582	Ly6g	protein_coding	chromosome	Ly6g	546644
15	75193904	75197667	3764	-	ENSMUSG00000101140	Gm28117	unprocessed_pseudogene	chromosome	Gm28117	NA
15	75216376	75222661	6286	+	ENSMUSG00000047728	BC025446	protein_coding	chromosome	BC025446	NA
15	75235597	75238768	3172	-	ENSMUSG00000068348	Gm10238	unprocessed_pseudogene	chromosome	Gm10238	NA
15	75245146	75247357	2212	-	ENSMUSG00000100462	Gm28115	unprocessed_pseudogene	chromosome	Gm28115	NA
15	75268421	75272235	3815	+	ENSMUSG00000022583	Ly6f	protein_coding	chromosome	Ly6f	NA
15	75293950	75297099	3150	-	ENSMUSG00000099467	Gm28116	unprocessed_pseudogene	chromosome	Gm28116	NA
15	75311377	75314964	3588	-	ENSMUSG00000101289	Gm3454	unprocessed_pseudogene	chromosome	Gm3454	NA
15	75326500	75326728	229	-	ENSMUSG00000099414	Gm28113	unprocessed_pseudogene	chromosome	Gm28113	NA
15	75328240	75330355	2116	+	ENSMUSG00000101075	Gm29517	unprocessed_pseudogene	chromosome	Gm29517	NA
15	75349006	75351181	2176	-	ENSMUSG00000100375	Gm28114	unprocessed_pseudogene	chromosome	Gm28114	NA
15	75372463	75377269	4807	-	ENSMUSG00000102028	Gm3142	unprocessed_pseudogene	chromosome	Gm3142	NA
15	75427606	75431829	4224	-	ENSMUSG00000053168	9030619P08Rik	transcribed_unprocessed_pseudogene	chromosome	9030619P08Rik	NA
15	75449457	75451406	1950	+	ENSMUSG00000093626	Gm20654	protein_coding	chromosome	Gm20654	102637705
15	75551268	75567255	15988	-	ENSMUSG00000022577	Ly6h	protein_coding	chromosome	Ly6h	NA
15	75596628	75599481	2854	+	ENSMUSG00000022579	Gpihbp1	protein_coding	chromosome	Gpihbp1	68453
15	75616679	75625300	8622	+	ENSMUSG00000047003	Zfp41	protein_coding	chromosome	Zfp41	NA
15	75642129	75653643	11515	+	ENSMUSG00000099034	2810039B14Rik	unitary_pseudogene	chromosome	2810039B14Rik	NA
15	75657035	75678800	21766	-	ENSMUSG00000000934	Top1mt	protein_coding	chromosome	Top1mt	72960
15	75661407	75663529	2123	+	ENSMUSG00000085523	Gm15945	antisense	chromosome	Gm15945	NA
15	75704280	75714410	10131	+	ENSMUSG00000022580	Rhpn1	protein_coding	chromosome	Rhpn1	14787
15	75746843	75747922	1080	-	ENSMUSG00000047591	Mafa	protein_coding	chromosome	Mafa	378435
15	75754432	75841915	87484	-	ENSMUSG00000075600	Zc3h3	protein_coding	chromosome	Zc3h3	223642
15	75759859	75759989	131	+	ENSMUSG00000077416	Gm23747	snoRNA	chromosome	Gm23747	NA
15	75854819	75856228	1410	-	ENSMUSG00000098203	Gm9568	processed_pseudogene	chromosome	Gm9568	NA
15	75862339	75867404	5066	+	ENSMUSG00000022575	Gsdmd	protein_coding	chromosome	Gsdmd	69146
15	75884137	75888770	4634	-	ENSMUSG00000098678	Mroh6	protein_coding	chromosome	Mroh6	223645
15	75890964	75894481	3518	-	ENSMUSG00000022574	Naprt	protein_coding	chromosome	Naprt	223646
15	75894796	75909556	14761	-	ENSMUSG00000055762	Eef1d	protein_coding	chromosome	Eef1d	66656
15	75909735	75914535	4801	+	ENSMUSG00000103906	TIGD5	protein_coding	chromosome	TIGD5	105734
15	75909760	75912148	2389	+	ENSMUSG00000047166	Tigd5	pseudogene	chromosome	Tigd5	NA
15	75916463	75921560	5098	-	ENSMUSG00000022571	Pycrl	protein_coding	chromosome	Pycrl	66194
15	75924684	75929730	5047	-	ENSMUSG00000022570	Tsta3	protein_coding	chromosome	Tsta3	22122
15	75940952	75949377	8426	+	ENSMUSG00000050846	Zfp623	protein_coding	chromosome	Zfp623	78834
15	75969123	75975868	6746	+	ENSMUSG00000034429	Zfp707	protein_coding	chromosome	Zfp707	69020
15	75979872	75982455	2584	-	ENSMUSG00000098176	Ccdc166	protein_coding	chromosome	Ccdc166	223648
15	75993769	75999152	5384	+	ENSMUSG00000063704	Mapk15	protein_coding	chromosome	Mapk15	332110
15	76001093	76014336	13244	-	ENSMUSG00000046761	Fam83h	protein_coding	chromosome	Fam83h	NA
15	76009888	76046111	36224	+	ENSMUSG00000102018	K230010J24Rik	protein_coding	chromosome	K230010J24Rik	432964
15	76036459	76036616	158	+	ENSMUSG00000089396	Gm23027	snRNA	chromosome	Gm23027	NA
15	76047158	76069784	22627	-	ENSMUSG00000022568	Scrib	protein_coding	chromosome	Scrib	105782
15	76064828	76064888	61	-	ENSMUSG00000098451	Mir6952	miRNA	chromosome	Mir6952	NA
15	76070184	76080946	10763	-	ENSMUSG00000002524	Puf60	protein_coding	chromosome	Puf60	67959
15	76085595	76090013	4419	-	ENSMUSG00000075590	Nrbp2	protein_coding	chromosome	Nrbp2	223649
15	76119517	76126596	7080	-	ENSMUSG00000044361	BC024139	protein_coding	chromosome	BC024139	271278
15	76170974	76232574	61601	-	ENSMUSG00000022565	Plec	protein_coding	chromosome	Plec	NA
15	76214101	76214205	105	-	ENSMUSG00000088128	Gm25720	snRNA	chromosome	Gm25720	NA
15	76215611	76215673	63	-	ENSMUSG00000087899	Mir1942	miRNA	chromosome	Mir1942	NA
15	76231174	76243441	12268	-	ENSMUSG00000063268	Parp10	protein_coding	chromosome	Parp10	NA
15	76246807	76249904	3098	+	ENSMUSG00000022564	Grina	protein_coding	chromosome	Grina	66168
15	76248191	76248258	68	+	ENSMUSG00000098625	Mir6953	miRNA	chromosome	Mir6953	NA
15	76267135	76267419	285	-	ENSMUSG00000092920	Gm10872	misc_RNA	chromosome	Gm10872	NA
15	76268089	76292572	24484	+	ENSMUSG00000049653	Spatc1	protein_coding	chromosome	Spatc1	74281
15	76290879	76290968	90	-	ENSMUSG00000093169	Mir3079	miRNA	chromosome	Mir3079	NA
15	76294434	76296896	2463	+	ENSMUSG00000071724	Smpd5	protein_coding	chromosome	Smpd5	100503915
15	76296597	76328015	31419	-	ENSMUSG00000022562	Oplah	protein_coding	chromosome	Oplah	NA
15	76327397	76330677	3281	+	ENSMUSG00000034259	Exosc4	protein_coding	chromosome	Exosc4	109075
15	76331231	76334907	3677	+	ENSMUSG00000022561	Gpaa1	protein_coding	chromosome	Gpaa1	14731
15	76337616	76338365	750	+	ENSMUSG00000063875	Rps6-ps1	processed_pseudogene	chromosome	Rps6-ps1	NA
15	76343523	76345934	2412	+	ENSMUSG00000022551	Cyc1	protein_coding	chromosome	Cyc1	66445
15	76347040	76351111	4072	-	ENSMUSG00000022552	Sharpin	protein_coding	chromosome	Sharpin	106025
15	76351294	76354380	3087	+	ENSMUSG00000022553	Maf1	protein_coding	chromosome	Maf1	NA
15	76368898	76371403	2506	+	ENSMUSG00000022554	Hgh1	protein_coding	chromosome	Hgh1	59053
15	76371958	76374938	2981	-	ENSMUSG00000060794	Tssk5	protein_coding	chromosome	Tssk5	73542
15	76380261	76453038	72778	+	ENSMUSG00000022558	Mroh1	protein_coding	chromosome	Mroh1	223658
15	76433214	76433273	60	+	ENSMUSG00000099260	Mir6954	miRNA	chromosome	Mir6954	NA
15	76452996	76477269	24274	-	ENSMUSG00000022557	Bop1	protein_coding	chromosome	Bop1	12181
15	76457438	76459468	2031	+	ENSMUSG00000034161	Scx	protein_coding	chromosome	Scx	20289
15	76477445	76500972	23528	+	ENSMUSG00000022556	Hsf1	protein_coding	chromosome	Hsf1	15499
15	76502015	76511951	9937	-	ENSMUSG00000022555	Dgat1	protein_coding	chromosome	Dgat1	13350
15	76516203	76522129	5927	-	ENSMUSG00000048385	Scrt1	protein_coding	chromosome	Scrt1	170729
15	76535730	76538746	3017	-	ENSMUSG00000022559	Fbxl6	protein_coding	chromosome	Fbxl6	30840
15	76538943	76542130	3188	+	ENSMUSG00000022560	Slc52a2	protein_coding	chromosome	Slc52a2	52710
15	76576358	76595816	19459	+	ENSMUSG00000022550	Adck5	protein_coding	chromosome	Adck5	268822
15	76595809	76607591	11783	-	ENSMUSG00000034022	Cpsf1	protein_coding	chromosome	Cpsf1	94230
15	76612385	76616852	4468	-	ENSMUSG00000063354	Slc39a4	protein_coding	chromosome	Slc39a4	72027
15	76622088	76639958	17871	-	ENSMUSG00000059323	Tonsl	protein_coding	chromosome	Tonsl	c(66914, 72749)
15	76643395	76660117	16723	-	ENSMUSG00000053929	Cyhr1	protein_coding	chromosome	Cyhr1	54151
15	76660641	76668196	7556	+	ENSMUSG00000004187	Kifc2	protein_coding	chromosome	Kifc2	16581
15	76668284	76669948	1665	-	ENSMUSG00000033837	Foxh1	protein_coding	chromosome	Foxh1	14106
15	76671615	76694919	23305	+	ENSMUSG00000033819	Ppp1r16a	protein_coding	chromosome	Ppp1r16a	73062
15	76696764	76699674	2911	+	ENSMUSG00000022546	Gpt	protein_coding	chromosome	Gpt	76282
15	76701542	76704239	2698	+	ENSMUSG00000019080	Mfsd3	protein_coding	chromosome	Mfsd3	69572
15	76703553	76710559	7007	-	ENSMUSG00000033762	Recql4	protein_coding	chromosome	Recql4	79456
15	76710623	76717699	7077	+	ENSMUSG00000033728	Lrrc14	protein_coding	chromosome	Lrrc14	NA
15	76715276	76723845	8570	-	ENSMUSG00000033707	Lrrc24	protein_coding	chromosome	Lrrc24	c(223665, 378937)
15	76723985	76818170	94186	-	ENSMUSG00000033697	Arhgap39	protein_coding	chromosome	Arhgap39	223666
15	76797696	76798050	355	+	ENSMUSG00000090429	Gm17271	processed_pseudogene	chromosome	Gm17271	NA
15	76852148	76871435	19288	-	ENSMUSG00000022526	Zfp251	protein_coding	chromosome	Zfp251	71591
15	76879259	76892392	13134	+	ENSMUSG00000033669	Zfp7	protein_coding	chromosome	Zfp7	223669
15	76899910	76901305	1396	+	ENSMUSG00000055041	Commd5	protein_coding	chromosome	Commd5	66398
15	76904071	76906318	2248	+	ENSMUSG00000003970	Rpl8	protein_coding	chromosome	Rpl8	26961
15	76910851	76918010	7160	-	ENSMUSG00000054967	Zfp647	protein_coding	chromosome	Zfp647	239546
15	76948539	76950729	2191	+	ENSMUSG00000063236	1110038F14Rik	protein_coding	chromosome	1110038F14Rik	117171
15	77015489	77050670	35182	-	ENSMUSG00000018893	Mb	protein_coding	chromosome	Mb	NA
15	77044729	77057107	12379	+	ENSMUSG00000033576	Apol6	protein_coding	chromosome	Apol6	71939
15	77067791	77067897	107	+	ENSMUSG00000095245	Gm24753	snRNA	chromosome	Gm24753	NA
15	77078990	77307053	228064	-	ENSMUSG00000033565	Rbfox2	protein_coding	chromosome	Rbfox2	93686
15	77084443	77096314	11872	+	ENSMUSG00000097267	1700109K24Rik	lincRNA	chromosome	1700109K24Rik	NA
15	77242406	77242551	146	-	ENSMUSG00000089242	Gm24056	snRNA	chromosome	Gm24056	NA
15	77388221	77399110	10890	-	ENSMUSG00000010601	Apol7a	protein_coding	chromosome	Apol7a	NA
15	77391702	77392381	680	-	ENSMUSG00000093458	Gm20688	processed_transcript	chromosome	Gm20688	NA
15	77403789	77411080	7292	-	ENSMUSG00000057346	Apol9a	protein_coding	chromosome	Apol9a	NA
15	77422210	77447492	25283	-	ENSMUSG00000068252	Apol7b	protein_coding	chromosome	Apol7b	278679
15	77427979	77461966	33988	+	ENSMUSG00000086467	4930571N24Rik	processed_transcript	chromosome	4930571N24Rik	NA
15	77443285	77444420	1136	-	ENSMUSG00000082233	Gm6506	processed_pseudogene	chromosome	Gm6506	NA
15	77477047	77491069	14023	+	ENSMUSG00000050982	Apol10a	protein_coding	chromosome	Apol10a	245282
15	77508271	77517319	9049	+	ENSMUSG00000091650	Apol11a	protein_coding	chromosome	Apol11a	626615
15	77524867	77533315	8449	-	ENSMUSG00000044309	Apol7c	protein_coding	chromosome	Apol7c	108956
15	77558239	77561892	3654	-	ENSMUSG00000101113	1700025B11Rik	protein_coding	chromosome	1700025B11Rik	NA
15	77584158	77596125	11968	-	ENSMUSG00000050014	Apol10b	protein_coding	chromosome	Apol10b	c(328561, 102641258)
15	77626074	77626637	564	+	ENSMUSG00000095704	Gm8221	processed_pseudogene	chromosome	Gm8221	NA
15	77633951	77643286	9336	-	ENSMUSG00000091694	Apol11b	protein_coding	chromosome	Apol11b	328563
15	77698889	77719288	20400	+	ENSMUSG00000071716	Apol7e	protein_coding	chromosome	Apol7e	666348
15	77729121	77736381	7261	+	ENSMUSG00000068246	Apol9b	protein_coding	chromosome	Apol9b	71898
15	77747799	77755229	7431	-	ENSMUSG00000056656	Apol8	protein_coding	chromosome	Apol8	239552
15	77760587	77842175	81589	-	ENSMUSG00000022443	Myh9	protein_coding	chromosome	Myh9	17886
15	77840657	77840756	100	-	ENSMUSG00000084497	Gm22107	snRNA	chromosome	Gm22107	NA
15	77915047	77929006	13960	-	ENSMUSG00000005354	Txn2	protein_coding	chromosome	Txn2	56551
15	77940522	77956722	16201	-	ENSMUSG00000016552	Foxred2	protein_coding	chromosome	Foxred2	NA
15	77958998	77970824	11827	-	ENSMUSG00000016554	Eif3d	protein_coding	chromosome	Eif3d	55944
15	77961674	77967126	5453	+	ENSMUSG00000097057	Gm17638	lincRNA	chromosome	Gm17638	NA
15	77991748	78120028	128281	-	ENSMUSG00000019146	Cacng2	protein_coding	chromosome	Cacng2	12300
15	78119706	78144142	24437	+	ENSMUSG00000092375	A730060N03Rik	processed_transcript	chromosome	A730060N03Rik	NA
15	78159465	78174108	14644	-	ENSMUSG00000016637	Ift27	protein_coding	chromosome	Ift27	67042
15	78191114	78206400	15287	-	ENSMUSG00000005716	Pvalb	protein_coding	chromosome	Pvalb	19293
15	78244801	78262580	17780	+	ENSMUSG00000071715	Ncf4	protein_coding	chromosome	Ncf4	17972
