seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	symbol	entrezid
10	21452197	21452412	216	+	ENSG00000278650	RP11-275N1.3	unprocessed_pseudogene	chromosome	RP11-275N1.3	NA
10	21455236	21455515	280	-	ENSG00000273566	Metazoa_SRP	misc_RNA	chromosome	Metazoa_SRP	NA
10	21481716	21481817	102	+	ENSG00000199222	Y_RNA	misc_RNA	chromosome	Y_RNA	NA
10	21492658	21497262	4605	-	ENSG00000204682	CASC10	protein_coding	chromosome	CASC10	399726
10	21496562	21496641	80	-	ENSG00000222071	MIR1915	miRNA	chromosome	MIR1915	100302129
10	21513478	21526368	12891	-	ENSG00000180592	SKIDA1	protein_coding	chromosome	SKIDA1	387640
10	21524675	21743630	218956	+	ENSG00000078403	MLLT10	protein_coding	chromosome	MLLT10	8028
10	21564471	21564577	107	-	ENSG00000207347	RNU6-306P	snRNA	chromosome	RNU6-306P	NA
10	21624592	21626286	1695	-	ENSG00000223984	HNRNPRP1	processed_pseudogene	chromosome	HNRNPRP1	NA
10	21661635	21661741	107	-	ENSG00000201390	RNU6-1141P	snRNA	chromosome	RNU6-1141P	NA
10	21756537	22003769	247233	-	ENSG00000136770	DNAJC1	protein_coding	chromosome	DNAJC1	64215
10	21785292	21785587	296	+	ENSG00000252634	RN7SKP219	misc_RNA	chromosome	RN7SKP219	NA
10	21865335	21865921	587	-	ENSG00000279623	RP11-399C16.3	sense_intronic	chromosome	RP11-399C16.3	NA
10	21933143	21933438	296	+	ENSG00000201364	RN7SKP37	misc_RNA	chromosome	RN7SKP37	NA
10	22162992	22165794	2803	+	ENSG00000232497	ADIPOR1P1	processed_pseudogene	chromosome	ADIPOR1P1	NA
10	22163092	22164306	1215	+	ENSG00000236777	RP11-108B14.1	processed_pseudogene	chromosome	RP11-108B14.1	NA
10	22208814	22210021	1208	-	ENSG00000223601	EBLN1	protein_coding	chromosome	EBLN1	340900
10	22218074	22221168	3095	+	ENSG00000260205	RP11-108B14.5	lincRNA	chromosome	RP11-108B14.5	NA
10	22225698	22226024	327	+	ENSG00000227462	RP11-108B14.4	processed_pseudogene	chromosome	RP11-108B14.4	NA
10	22252072	22254589	2518	+	ENSG00000279631	RP11-573G6.4	TEC	chromosome	RP11-573G6.4	NA
10	22257786	22258548	763	+	ENSG00000261671	RP11-573G6.6	lincRNA	chromosome	RP11-573G6.6	NA
10	22266991	22267346	356	+	ENSG00000233318	RP11-573G6.2	processed_pseudogene	chromosome	RP11-573G6.2	NA
10	22315974	22320308	4335	+	ENSG00000148444	COMMD3	protein_coding	chromosome	COMMD3	23412
10	22316388	22329542	13155	+	ENSG00000269897	COMMD3-BMI1	protein_coding	chromosome	COMMD3-BMI1	100532731
10	22321211	22331484	10274	+	ENSG00000168283	BMI1	protein_coding	chromosome	BMI1	648
10	22332404	22332987	584	+	ENSG00000272516	RP11-573G6.9	lincRNA	chromosome	RP11-573G6.9	NA
10	22332587	22332981	395	-	ENSG00000271981	RP11-573G6.8	lincRNA	chromosome	RP11-573G6.8	NA
10	22340377	22340615	239	-	ENSG00000272366	RP11-573G6.10	lincRNA	chromosome	RP11-573G6.10	NA
10	22345445	22454224	108780	+	ENSG00000077327	SPAG6	protein_coding	chromosome	SPAG6	9576
10	22361172	22413067	51896	+	ENSG00000233451	RP11-301N24.3	sense_overlapping	chromosome	RP11-301N24.3	NA
10	22534849	22714555	179707	-	ENSG00000150867	PIP4K2A	protein_coding	chromosome	PIP4K2A	5305
10	22693953	22694639	687	-	ENSG00000279819	RP11-142L16.2	TEC	chromosome	RP11-142L16.2	NA
10	22787393	22787499	107	+	ENSG00000206842	RNU6-413P	snRNA	chromosome	RNU6-413P	NA
10	22928024	23038523	110500	+	ENSG00000165309	ARMC3	protein_coding	chromosome	ARMC3	219681
10	22997255	22997358	104	+	ENSG00000223131	RNA5SP304	rRNA	chromosome	RNA5SP304	NA
10	23095506	23122013	26508	+	ENSG00000148450	MSRB2	protein_coding	chromosome	MSRB2	22921
10	23136924	23137661	738	+	ENSG00000229932	YWHAZP3	processed_pseudogene	chromosome	YWHAZP3	NA
10	23166985	23167101	117	+	ENSG00000252049	SNORA40	snoRNA	chromosome	SNORA40	NA
10	23192327	23194252	1926	+	ENSG00000168267	PTF1A	protein_coding	chromosome	PTF1A	256297
10	23201916	23344845	142930	-	ENSG00000179133	C10orf67	protein_coding	chromosome	C10orf67	256815
10	23258211	23258545	335	+	ENSG00000227537	RP11-215C7.3	processed_pseudogene	chromosome	RP11-215C7.3	NA
10	23343957	23345181	1225	+	ENSG00000224215	RP11-371A19.2	antisense	chromosome	RP11-371A19.2	NA
10	23393405	23393467	63	+	ENSG00000264574	MIR1254-2	miRNA	chromosome	MIR1254-2	100616217
10	23439458	23442390	2933	+	ENSG00000165312	OTUD1	protein_coding	chromosome	OTUD1	220213
10	23694746	24547848	853103	+	ENSG00000120549	KIAA1217	protein_coding	chromosome	KIAA1217	56243
10	24157835	24158781	947	+	ENSG00000223928	RP11-183E9.2	processed_pseudogene	chromosome	RP11-183E9.2	NA
10	24255246	24255333	88	+	ENSG00000277563	AC063961.1	misc_RNA	chromosome	AC063961.1	NA
10	24275685	24275781	97	+	ENSG00000207930	MIR603	miRNA	chromosome	MIR603	693188
10	24481180	24483034	1855	-	ENSG00000279029	RP11-144I2.1	TEC	chromosome	RP11-144I2.1	NA
10	24583609	24723668	140060	-	ENSG00000107863	ARHGAP21	protein_coding	chromosome	ARHGAP21	57584
10	24640166	24640284	119	+	ENSG00000199535	RNA5SP305	rRNA	chromosome	RNA5SP305	NA
10	24848607	24952604	103998	-	ENSG00000099256	PRTFDC1	protein_coding	chromosome	PRTFDC1	56952
10	24867645	24868190	546	+	ENSG00000228667	RP11-129O7.2	processed_pseudogene	chromosome	RP11-129O7.2	NA
10	24908522	24908812	291	-	ENSG00000240294	RN7SKP241	misc_RNA	chromosome	RN7SKP241	NA
10	24953241	24953513	273	+	ENSG00000273107	RP11-165A20.3	lincRNA	chromosome	RP11-165A20.3	NA
10	24981979	25062279	80301	-	ENSG00000151023	ENKUR	protein_coding	chromosome	ENKUR	219670
10	25016658	25026664	10007	+	ENSG00000185875	THNSL1	protein_coding	chromosome	THNSL1	79896
10	25113058	25161236	48179	+	ENSG00000231422	LINC01516	lincRNA	chromosome	LINC01516	NA
10	25158072	25176276	18205	-	ENSG00000233642	GPR158-AS1	antisense	chromosome	GPR158-AS1	100128811
10	25175062	25602226	427165	+	ENSG00000151025	GPR158	protein_coding	chromosome	GPR158	57512
10	25244061	25244854	794	-	ENSG00000274242	RP11-20I6.1	unprocessed_pseudogene	chromosome	RP11-20I6.1	NA
10	25393557	25393844	288	-	ENSG00000222543	RN7SKP220	misc_RNA	chromosome	RN7SKP220	NA
10	25647570	25648104	535	-	ENSG00000227465	GPN3P1	processed_pseudogene	chromosome	GPN3P1	NA
10	25651712	25732935	81224	+	ENSG00000280809	LINC00836	lincRNA	chromosome	LINC00836	101929052
10	25691537	25692323	787	+	ENSG00000271563	HIRAP1	processed_pseudogene	chromosome	HIRAP1	NA
10	25813811	25813917	107	-	ENSG00000223019	RNA5SP306	rRNA	chromosome	RNA5SP306	NA
10	25819363	25819426	64	-	ENSG00000251711	RNU6-632P	snRNA	chromosome	RNU6-632P	NA
10	25924448	25933710	9263	-	ENSG00000226304	RP11-435M3.2	antisense	chromosome	RP11-435M3.2	NA
10	25934267	26212527	278261	+	ENSG00000095777	MYO3A	protein_coding	chromosome	MYO3A	53904
10	26216307	26304558	88252	+	ENSG00000136750	GAD2	protein_coding	chromosome	GAD2	2572
10	26438203	26567803	129601	+	ENSG00000077420	APBB1IP	protein_coding	chromosome	APBB1IP	54518
10	26509589	26509704	116	+	ENSG00000199733	RNA5SP307	rRNA	chromosome	RNA5SP307	NA
10	26577676	26622338	44663	-	ENSG00000236894	RP11-128B16.5	transcribed_unprocessed_pseudogene	chromosome	RP11-128B16.5	NA
10	26589865	26594330	4466	+	ENSG00000233261	LINC00264	transcribed_unprocessed_pseudogene	chromosome	LINC00264	645528
10	26643228	26645016	1789	+	ENSG00000234296	RP13-16H11.7	lincRNA	chromosome	RP13-16H11.7	NA
10	26647986	26653454	5469	+	ENSG00000231976	LINC00202-2	transcribed_unprocessed_pseudogene	chromosome	LINC00202-2	NA
10	26664206	26697295	33090	-	ENSG00000227932	RP13-16H11.9	unitary_pseudogene	chromosome	RP13-16H11.9	NA
10	26695091	26697625	2535	-	ENSG00000279212	RP13-16H11.8	TEC	chromosome	RP13-16H11.8	NA
10	26697659	26746798	49140	+	ENSG00000148459	PDSS1	protein_coding	chromosome	PDSS1	23590
10	26714622	26715832	1211	+	ENSG00000234788	HSPA8P3	processed_pseudogene	chromosome	HSPA8P3	NA
10	26717635	26718778	1144	+	ENSG00000235843	RP13-16H11.5	antisense	chromosome	RP13-16H11.5	NA
10	26746593	26861087	114495	-	ENSG00000136754	ABI1	protein_coding	chromosome	ABI1	10006
10	26789017	26789157	141	+	ENSG00000223027	SNORA57	snoRNA	chromosome	SNORA57	NA
10	26790540	26790646	107	-	ENSG00000206605	RNU6-946P	snRNA	chromosome	RNU6-946P	NA
10	26991914	27100498	108585	-	ENSG00000107890	ANKRD26	protein_coding	chromosome	ANKRD26	22852
10	27004116	27100498	96383	-	LRG_605	ANKRD26	LRG_gene	chromosome	ANKRD26	22852
10	27088321	27088427	107	-	ENSG00000199855	RNU6-490P	snRNA	chromosome	RNU6-490P	NA
10	27110112	27155266	45155	-	ENSG00000136758	YME1L1	protein_coding	chromosome	YME1L1	10730
10	27154824	27186924	32101	+	ENSG00000120539	MASTL	protein_coding	chromosome	MASTL	84930
10	27193358	27193500	143	-	ENSG00000252639	RNU2-24P	snRNA	chromosome	RNU2-24P	NA
10	27195214	27242130	46917	-	ENSG00000107897	ACBD5	protein_coding	chromosome	ACBD5	91452
10	27232255	27232316	62	-	ENSG00000251839	RNU7-12P	snRNA	chromosome	RNU7-12P	NA
10	27243130	27250804	7675	+	ENSG00000262412	RP11-85G18.6	lincRNA	chromosome	RP11-85G18.6	NA
10	27246350	27259455	13106	-	ENSG00000230445	LRRC37A6P	transcribed_processed_pseudogene	chromosome	LRRC37A6P	NA
10	27258762	27288824	30063	+	ENSG00000238021	ARMC4P1	transcribed_unprocessed_pseudogene	chromosome	ARMC4P1	NA
10	27313723	27316587	2865	+	ENSG00000278830	RP11-748L13.7	unprocessed_pseudogene	chromosome	RP11-748L13.7	NA
10	27315120	27315226	107	+	ENSG00000200369	RNU6-666P	snRNA	chromosome	RNU6-666P	NA
10	27331357	27341252	9896	-	ENSG00000215409	RP11-748L13.2	unprocessed_pseudogene	chromosome	RP11-748L13.2	NA
10	27335501	27335607	107	-	ENSG00000207135	RNU6-452P	snRNA	chromosome	RNU6-452P	NA
10	27343436	27344917	1482	+	ENSG00000260151	RP11-748L13.6	lincRNA	chromosome	RP11-748L13.6	NA
10	27349717	27350290	574	-	ENSG00000213770	FAM210CP	processed_pseudogene	chromosome	FAM210CP	NA
10	27378138	27378362	225	-	ENSG00000237956	TRIAP1P1	processed_pseudogene	chromosome	TRIAP1P1	NA
10	27398187	27414368	16182	-	ENSG00000182077	PTCHD3	protein_coding	chromosome	PTCHD3	374308
10	27504174	27542237	38064	+	ENSG00000099246	RAB18	protein_coding	chromosome	RAB18	22931
10	27672875	27746060	73186	-	ENSG00000150051	MKX	protein_coding	chromosome	MKX	283078
10	27744786	27767794	23009	+	ENSG00000230500	MKX-AS1	antisense	chromosome	MKX-AS1	NA
10	27783846	27784053	208	-	ENSG00000251810	RN7SKP132	misc_RNA	chromosome	RN7SKP132	NA
10	27812164	27999048	186885	-	ENSG00000169126	ARMC4	protein_coding	chromosome	ARMC4	55130
10	27904209	27905162	954	+	ENSG00000226016	RPL36AP55	processed_pseudogene	chromosome	RPL36AP55	NA
10	27999788	28049615	49828	+	ENSG00000233472	RP11-218D6.4	lincRNA	chromosome	RP11-218D6.4	NA
10	28004702	28004932	231	+	ENSG00000226395	RP11-218D6.3	processed_pseudogene	chromosome	RP11-218D6.3	NA
10	28050993	28334486	283494	-	ENSG00000150054	MPP7	protein_coding	chromosome	MPP7	143098
10	28289258	28289350	93	-	ENSG00000275036	MIR8086	miRNA	chromosome	MIR8086	102465880
10	28303300	28307658	4359	+	ENSG00000282996	RP11-351M16.4	lincRNA	chromosome	RP11-351M16.4	NA
10	28338554	28340942	2389	-	ENSG00000237746	ZNF101P1	processed_pseudogene	chromosome	ZNF101P1	NA
10	28408039	28408251	213	-	ENSG00000222666	U3	snoRNA	chromosome	U3	NA
10	28433008	28495813	62806	-	ENSG00000237128	RP11-351M16.3	lincRNA	chromosome	RP11-351M16.3	105376468
10	28436201	28437078	878	+	ENSG00000224439	RPSAP10	processed_pseudogene	chromosome	RPSAP10	NA
10	28442575	28442896	322	-	ENSG00000222705	RN7SKP39	misc_RNA	chromosome	RN7SKP39	NA
10	28522652	28532743	10092	-	ENSG00000254635	WAC-AS1	antisense	chromosome	WAC-AS1	NA
10	28532493	28623112	90620	+	ENSG00000095787	WAC	protein_coding	chromosome	WAC	51322
10	28652630	28652755	126	+	ENSG00000252401	RNU4ATAC6P	snRNA	chromosome	RNU4ATAC6P	NA
10	28658987	28659467	481	+	ENSG00000231911	TPRKBP1	processed_pseudogene	chromosome	TPRKBP1	NA
10	28667919	28668025	107	+	ENSG00000207483	RNU6-1067P	snRNA	chromosome	RNU6-1067P	NA
10	28677342	28682939	5598	+	ENSG00000095739	BAMBI	protein_coding	chromosome	BAMBI	25805
10	28743745	28744663	919	+	ENSG00000236716	RP11-478H13.1	lincRNA	chromosome	RP11-478H13.1	NA
10	28760699	28760803	105	-	ENSG00000201001	RNU6-270P	snRNA	chromosome	RNU6-270P	NA
10	28789188	28796113	6926	-	ENSG00000235824	LINC00837	lincRNA	chromosome	LINC00837	100507605
10	28792668	28808219	15552	+	ENSG00000232624	LINC01517	processed_transcript	chromosome	LINC01517	NA
10	28806121	28813458	7338	+	ENSG00000271220	RP11-478H13.4	transcribed_processed_pseudogene	chromosome	RP11-478H13.4	NA
10	28846408	28881898	35491	+	ENSG00000204365	C10orf126	lincRNA	chromosome	C10orf126	NA
10	28874393	28874507	115	-	ENSG00000199402	RNA5SP308	rRNA	chromosome	RNA5SP308	NA
10	28898996	28899484	489	-	ENSG00000229605	RP11-492M23.2	processed_pseudogene	chromosome	RP11-492M23.2	NA
10	29289061	29318328	29268	+	ENSG00000120563	LYZL1	protein_coding	chromosome	LYZL1	84569
10	29409402	29487745	78344	+	ENSG00000224597	SVIL-AS1	antisense	chromosome	SVIL-AS1	102724316
10	29421476	29422012	537	-	ENSG00000274985	PTCHD3P1	unprocessed_pseudogene	chromosome	PTCHD3P1	NA
10	29457338	29736781	279444	-	ENSG00000197321	SVIL	protein_coding	chromosome	SVIL	6840
10	29545004	29545097	94	-	ENSG00000207612	MIR604	miRNA	chromosome	MIR604	693189
10	29575306	29575381	76	+	ENSG00000212411	SNORD115	snoRNA	chromosome	SNORD115	NA
10	29602264	29602346	83	-	ENSG00000216035	MIR938	miRNA	chromosome	MIR938	100126327
10	29697935	29698174	240	+	ENSG00000225976	RP11-192N10.2	processed_pseudogene	chromosome	RP11-192N10.2	NA
10	29711915	29712008	94	+	ENSG00000222092	RNU6-908P	snRNA	chromosome	RNU6-908P	NA
10	29891032	29891467	436	-	ENSG00000237936	RP11-224P11.1	processed_pseudogene	chromosome	RP11-224P11.1	NA
10	30012800	30115494	102695	-	ENSG00000165757	KIAA1462	protein_coding	chromosome	KIAA1462	57608
10	30299569	30299673	105	-	ENSG00000200887	RNU6-598P	snRNA	chromosome	RNU6-598P	NA
10	30301823	30302072	250	-	ENSG00000230125	EEF1A1P39	processed_pseudogene	chromosome	EEF1A1P39	NA
10	30302826	30306066	3241	-	ENSG00000259994	RP11-305E6.4	sense_overlapping	chromosome	RP11-305E6.4	NA
10	30309801	30374448	64648	-	ENSG00000107951	MTPAP	protein_coding	chromosome	MTPAP	c(102466227, 55149)
10	30353706	30357365	3660	+	ENSG00000250833	DNM1P17	unprocessed_pseudogene	chromosome	DNM1P17	NA
10	30364410	30374386	9977	-	ENSG00000241621	GOLGA2P6	unprocessed_pseudogene	chromosome	GOLGA2P6	NA
10	30366064	30366299	236	-	ENSG00000239625	RN7SL241P	misc_RNA	chromosome	RN7SL241P	NA
10	30380174	30381062	889	+	ENSG00000214434	NIFKP1	processed_pseudogene	chromosome	NIFKP1	NA
10	30383400	30383622	223	+	ENSG00000235679	RP11-449I17.9	processed_pseudogene	chromosome	RP11-449I17.9	NA
10	30403197	30403776	580	-	ENSG00000224473	CCND3P1	processed_pseudogene	chromosome	CCND3P1	NA
10	30433937	30461833	27897	+	ENSG00000107968	MAP3K8	protein_coding	chromosome	MAP3K8	1326
10	30517616	30518861	1246	-	ENSG00000213778	HNRNPA1P32	processed_pseudogene	chromosome	HNRNPA1P32	NA
10	30553854	30554483	630	-	ENSG00000228800	RP11-253D19.1	lincRNA	chromosome	RP11-253D19.1	NA
10	30555601	30555904	304	-	ENSG00000239744	RN7SL63P	misc_RNA	chromosome	RN7SL63P	NA
10	30576699	30580182	3484	+	ENSG00000230298	RP11-253D19.2	lincRNA	chromosome	RP11-253D19.2	NA
10	30611779	30629762	17984	-	ENSG00000151033	LYZL2	protein_coding	chromosome	LYZL2	119180
10	30655489	30717266	61778	+	ENSG00000234814	SVILP1	transcribed_unprocessed_pseudogene	chromosome	SVILP1	NA
10	30723251	30723740	490	+	ENSG00000230720	RP11-14C22.6	lincRNA	chromosome	RP11-14C22.6	105376480
10	30820207	31031937	211731	-	ENSG00000183621	ZNF438	protein_coding	chromosome	ZNF438	220929
10	30831828	30833387	1560	-	ENSG00000272914	RP11-330O11.3	sense_intronic	chromosome	RP11-330O11.3	NA
10	30919012	30921235	2224	-	ENSG00000237135	DDX10P1	processed_pseudogene	chromosome	DDX10P1	NA
10	31187883	31261910	74028	+	ENSG00000272381	RP11-192P3.4	lincRNA	chromosome	RP11-192P3.4	NA
10	31206278	31320447	114170	-	ENSG00000237036	ZEB1-AS1	antisense	chromosome	ZEB1-AS1	NA
10	31259599	31259704	106	+	ENSG00000252479	RNA5SP309	rRNA	chromosome	RNA5SP309	NA
10	31318495	31529814	211320	+	ENSG00000148516	ZEB1	protein_coding	chromosome	ZEB1	6935
10	31360955	31361215	261	+	ENSG00000230397	SPTLC1P1	transcribed_processed_pseudogene	chromosome	SPTLC1P1	NA
10	31604600	31606218	1619	+	ENSG00000223834	RP11-472N13.2	lincRNA	chromosome	RP11-472N13.2	NA
10	31628540	31628599	60	-	ENSG00000231855	GLUDP5	unprocessed_pseudogene	chromosome	GLUDP5	NA
10	31693084	31707388	14305	-	ENSG00000237797	RP11-472N13.3	lincRNA	chromosome	RP11-472N13.3	NA
10	31756042	31756136	95	-	ENSG00000222412	Y_RNA	misc_RNA	chromosome	Y_RNA	NA
10	31805404	31928876	123473	-	ENSG00000165322	ARHGAP12	protein_coding	chromosome	ARHGAP12	94134
10	31913143	31913754	612	+	ENSG00000231148	HMGB1P7	processed_pseudogene	chromosome	HMGB1P7	NA
10	31983885	31984554	670	+	ENSG00000230240	RP11-241I20.1	processed_pseudogene	chromosome	RP11-241I20.1	NA
10	31992087	31992381	295	-	ENSG00000239731	RN7SL825P	misc_RNA	chromosome	RN7SL825P	NA
10	32009010	32056431	47422	-	ENSG00000170759	KIF5B	protein_coding	chromosome	KIF5B	3799
10	32056746	32056839	94	+	ENSG00000206660	Y_RNA	misc_RNA	chromosome	Y_RNA	NA
10	32102522	32103293	772	-	ENSG00000234335	RPS4XP11	processed_pseudogene	chromosome	RPS4XP11	NA
10	32109861	32111666	1806	+	ENSG00000235113	RP11-241I20.4	processed_pseudogene	chromosome	RP11-241I20.4	NA
10	32111644	32111789	146	-	ENSG00000234811	RP11-241I20.5	processed_pseudogene	chromosome	RP11-241I20.5	NA
10	32173684	32173744	61	+	ENSG00000252482	RNU7-22P	snRNA	chromosome	RNU7-22P	NA
10	32188323	32188817	495	-	ENSG00000217094	PPIAP31	processed_pseudogene	chromosome	PPIAP31	NA
10	32231849	32232245	397	-	ENSG00000233190	RPS24P13	processed_pseudogene	chromosome	RPS24P13	NA
10	32266289	32269474	3186	+	ENSG00000227253	RP11-166N17.1	antisense	chromosome	RP11-166N17.1	NA
10	32267751	32378798	111048	-	ENSG00000120616	EPC1	protein_coding	chromosome	EPC1	80314
10	32281686	32282829	1144	+	ENSG00000226842	RP11-166N17.3	antisense	chromosome	RP11-166N17.3	NA
10	32346499	32347179	681	+	ENSG00000233825	RP11-135A24.4	antisense	chromosome	RP11-135A24.4	NA
10	32347397	32374488	27092	+	ENSG00000229327	RP11-135A24.2	antisense	chromosome	RP11-135A24.2	NA
10	32394558	32394665	108	-	ENSG00000200484	RNU6-1244P	snRNA	chromosome	RNU6-1244P	NA
10	32446082	32574560	128479	+	ENSG00000216937	CCDC7	protein_coding	chromosome	CCDC7	79741
10	32511336	32511737	402	-	ENSG00000231245	C1DP1	processed_pseudogene	chromosome	C1DP1	NA
10	32567723	32882863	315141	+	ENSG00000150076	AL356053.1	protein_coding	chromosome	AL356053.1	NA
10	32887255	32889311	2057	-	ENSG00000273038	RP11-479G22.8	lincRNA	chromosome	RP11-479G22.8	NA
10	32900319	33005792	105474	-	ENSG00000150093	ITGB1	protein_coding	chromosome	ITGB1	3688
10	32944481	32944999	519	+	ENSG00000228816	AK3P5	processed_pseudogene	chromosome	AK3P5	NA
10	32958845	33082102	123258	+	ENSG00000229656	RP11-462L8.1	lincRNA	chromosome	RP11-462L8.1	NA
10	33023368	33023647	280	-	ENSG00000234163	MTND4LP11	processed_pseudogene	chromosome	MTND4LP11	NA
10	33034655	33034924	270	-	ENSG00000265319	RN7SL847P	misc_RNA	chromosome	RN7SL847P	NA
10	33035469	33035664	196	-	ENSG00000229878	RP11-479G22.7	processed_pseudogene	chromosome	RP11-479G22.7	NA
10	33057615	33058407	793	-	ENSG00000235962	RP11-462L8.2	processed_pseudogene	chromosome	RP11-462L8.2	NA
10	33096257	33116672	20416	-	ENSG00000233387	RP11-342D11.3	lincRNA	chromosome	RP11-342D11.3	NA
10	33177492	33336262	158771	-	ENSG00000099250	NRP1	protein_coding	chromosome	NRP1	8829
10	33211277	33213804	2528	+	ENSG00000238258	RP11-342D11.2	antisense	chromosome	RP11-342D11.2	NA
10	33288304	33288601	298	-	ENSG00000244356	RN7SL398P	misc_RNA	chromosome	RN7SL398P	NA
10	33341655	33341905	251	+	ENSG00000273012	RP11-90B22.1	lincRNA	chromosome	RP11-90B22.1	NA
10	33578931	33600040	21110	-	ENSG00000226412	RP11-476F14.1	lincRNA	chromosome	RP11-476F14.1	105376490
10	33684755	33687064	2310	+	ENSG00000203565	RP13-259N13.2	lincRNA	chromosome	RP13-259N13.2	NA
10	33759713	33772658	12946	-	ENSG00000261683	LINC00838	lincRNA	chromosome	LINC00838	100505583
10	33864313	33864723	411	+	ENSG00000226407	RPL23P11	processed_pseudogene	chromosome	RPL23P11	NA
10	33909238	33917804	8567	+	ENSG00000223470	RP11-490O24.2	lincRNA	chromosome	RP11-490O24.2	NA
10	34109560	34815325	705766	-	ENSG00000148498	PARD3	protein_coding	chromosome	PARD3	56288
10	34201979	34202074	96	-	ENSG00000199200	Y_RNA	misc_RNA	chromosome	Y_RNA	NA
10	34488583	34488878	296	-	ENSG00000234167	TCEB2P4	processed_pseudogene	chromosome	TCEB2P4	NA
10	34663859	34664101	243	-	ENSG00000229235	RP11-8L18.3	processed_pseudogene	chromosome	RP11-8L18.3	NA
10	34675635	34676041	407	-	ENSG00000215184	RP11-8L18.2	processed_pseudogene	chromosome	RP11-8L18.2	NA
10	34815767	34816386	620	+	ENSG00000226386	PARD3-AS1	antisense	chromosome	PARD3-AS1	NA
10	34875210	34875422	213	+	ENSG00000232525	SS18L2P1	processed_pseudogene	chromosome	SS18L2P1	NA
10	34926775	34926882	108	+	ENSG00000223047	RNU6-847P	snRNA	chromosome	RNU6-847P	NA
10	34942969	34943075	107	+	ENSG00000222909	RNU6-193P	snRNA	chromosome	RNU6-193P	NA
10	34965069	34966259	1191	+	ENSG00000213724	PRDX2P2	processed_pseudogene	chromosome	PRDX2P2	NA
10	34969909	34975578	5670	+	ENSG00000283000	RP11-297A16.4	lincRNA	chromosome	RP11-297A16.4	NA
10	35008551	35090642	82092	-	ENSG00000108094	CUL2	protein_coding	chromosome	CUL2	8453
10	35079598	35079680	83	-	ENSG00000266228	MIR3611	miRNA	chromosome	MIR3611	100500890
10	35098006	35127020	29015	-	ENSG00000230534	RP11-297A16.2	antisense	chromosome	RP11-297A16.2	NA
10	35126791	35212958	86168	+	ENSG00000095794	CREM	protein_coding	chromosome	CREM	1390
10	35135443	35135502	60	+	ENSG00000253054	RNU7-77P	snRNA	chromosome	RNU7-77P	NA
10	35158306	35158640	335	+	ENSG00000233343	ATP6V1G1P4	processed_pseudogene	chromosome	ATP6V1G1P4	NA
10	35210416	35210750	335	+	ENSG00000269952	RP11-324I22.3	sense_intronic	chromosome	RP11-324I22.3	NA
10	35219894	35230598	10705	-	ENSG00000233200	RP11-324I22.2	lincRNA	chromosome	RP11-324I22.2	NA
10	35231331	35231394	64	-	ENSG00000253070	RNU6-794P	snRNA	chromosome	RNU6-794P	NA
10	35247025	35572669	325645	+	ENSG00000108100	CCNY	protein_coding	chromosome	CCNY	219771
10	35250959	35251052	94	-	ENSG00000200097	RNU6-1167P	snRNA	chromosome	RNU6-1167P	NA
10	35314552	35336401	21850	-	ENSG00000271335	RP11-324I22.4	antisense	chromosome	RP11-324I22.4	NA
10	35604485	35608153	3669	-	ENSG00000273312	RP11-425A6.5	antisense	chromosome	RP11-425A6.5	NA
10	35605410	35608935	3526	+	ENSG00000177291	GJD4	protein_coding	chromosome	GJD4	219770
10	35638249	35642278	4030	-	ENSG00000177283	FZD8	protein_coding	chromosome	FZD8	c(100616500, 8325)
10	35697300	35698037	738	+	ENSG00000226646	RPL7P37	processed_pseudogene	chromosome	RPL7P37	NA
10	35778302	35800920	22619	+	ENSG00000280719	PCAT5	lincRNA	chromosome	PCAT5	102578074
10	35896874	35898963	2090	-	ENSG00000227313	RP11-309N24.1	lincRNA	chromosome	RP11-309N24.1	NA
10	36089086	36089389	304	-	ENSG00000227475	RP11-810B23.1	lincRNA	chromosome	RP11-810B23.1	NA
10	36432882	36434484	1603	-	ENSG00000236626	MTND5P17	processed_pseudogene	chromosome	MTND5P17	NA
10	36434710	36435174	465	-	ENSG00000228694	MTND4P18	processed_pseudogene	chromosome	MTND4P18	NA
10	36438616	36442392	3777	+	ENSG00000237002	RP11-92J19.3	lincRNA	chromosome	RP11-92J19.3	NA
10	36438661	36438788	128	+	ENSG00000274458	SNORA40	snoRNA	chromosome	SNORA40	NA
10	36521721	36524234	2514	-	ENSG00000229644	NAMPTP1	processed_pseudogene	chromosome	NAMPTP1	NA
10	36626015	36626138	124	-	ENSG00000207271	Y_RNA	misc_RNA	chromosome	Y_RNA	NA
10	36940109	36943932	3824	+	ENSG00000238176	RP11-322I2.1	lincRNA	chromosome	RP11-322I2.1	NA
10	36944111	36944738	628	-	ENSG00000233533	MKNK2P1	processed_pseudogene	chromosome	MKNK2P1	NA
10	36995023	36995585	563	+	ENSG00000225355	ARL6IP1P2	processed_pseudogene	chromosome	ARL6IP1P2	NA
10	37125788	37384111	258324	+	ENSG00000148513	ANKRD30A	protein_coding	chromosome	ANKRD30A	91074
10	37135237	37135343	107	+	ENSG00000206796	RNU6-811P	snRNA	chromosome	RNU6-811P	NA
10	37240887	37242049	1163	+	ENSG00000234918	RP11-20F24.2	lincRNA	chromosome	RP11-20F24.2	NA
